"SYMBOL","annotation","distanceToTSS"
"TACC1","Intron (ENST00000519416.5/6867, intron 5 of 12)",6135
"EPHB6","Promoter (<=1kb)",-931
"CES2","Intron (ENST00000566869.1/8824, intron 2 of 3)",4564
"CDC25A","3' UTR",16369
"PACSIN1","Distal Intergenic",-5882
"ACSBG1","Intron (ENST00000560817.5/23205, intron 1 of 9)",4482
"TNNT1","Promoter (<=1kb)",99
"IL16","Intron (ENST00000560241.5/3603, intron 6 of 12)",-3563
"RAC3","Promoter (<=1kb)",-953
"TACC3","Promoter (1-2kb)",1857
"PRDM16","Promoter (<=1kb)",0
"IL1RL2","Promoter (<=1kb)",0
"ALDH1A2","Exon (ENST00000559684.1/283665, exon 3 of 3)",-5009
"GRIK5","Intron (ENST00000454993.6/2901, intron 1 of 8)",18978
"APOB","Promoter (<=1kb)",834
"CENPF","Intron (ENST00000706765.1/1063, intron 7 of 18)",-20258
"MAGI2","Intron (ENST00000354212.9/9863, intron 21 of 21)",14182
"AHNAK","Intron (ENST00000329251.5/1937, intron 7 of 9)",-4382
"QPRT","Distal Intergenic",21392
"KCNG1","Distal Intergenic",20829
"ADCY4","Promoter (<=1kb)",852
"STRIP2","Intron (ENST00000249344.7/57464, intron 18 of 20)",14179
"CDHR1","Promoter (1-2kb)",1128
"XRCC2","Exon (ENST00000771634.1/ENST00000771634.1, exon 2 of 2)",-30858
"VPS36","Promoter (<=1kb)",0
"MAP3K21","Distal Intergenic",65164
"MYOC","Intron (ENST00000638471.1/4653, intron 1 of 3)",7440
"CADM3-AS1","Distal Intergenic",-3653
"KCNG1","Distal Intergenic",26118
"SRRM3","Promoter (2-3kb)",-2196
"IGF2BP1","Intron (ENST00000290341.8/10642, intron 5 of 14)",5852
"TROAP","3' UTR",5049
"DNAH11","Intron (ENST00000409508.8/8701, intron 55 of 81)",31770
"MUC1","Promoter (<=1kb)",-626
"C5AR1","Promoter (<=1kb)",-672
"CPAMD8","Promoter (<=1kb)",-203
"WNT4","Promoter (2-3kb)",-2128
"CDC25A","Intron (ENST00000790116.1/ENST00000790116.1, intron 1 of 1)",22966
"GINS4","Promoter (<=1kb)",971
"LOC105378626","Intron (ENST00000639839.1/149086, intron 4 of 4)",11310
"GINS4","Promoter (<=1kb)",-147
"COTL1","Distal Intergenic",-4157
"CD8A","Promoter (<=1kb)",-33
"ZNF469","Intron (ENST00000767800.1/84627, intron 2 of 2)",18684
"AKAP12","Intron (ENST00000402676.7/9590, intron 3 of 4)",-6570
"KCNQ5","Intron (ENST00000342056.6/56479, intron 10 of 14)",9438
"LINC01348","Distal Intergenic",-23749
"CSK","Promoter (<=1kb)",-37
"RANBP3-DT","Promoter (<=1kb)",0
"FOXN1","Intron (ENST00000444914.7/9058, intron 9 of 11)",-11255
"DNAJC18","Promoter (2-3kb)",-2086
"DPYSL5","Promoter (1-2kb)",-1169
"SIGLEC10","Distal Intergenic",-4206
"INMT","Intron (ENST00000484180.1/11185, intron 1 of 3)",-11402
"IL16","Intron (ENST00000560241.5/3603, intron 4 of 12)",-12180
"IGFBP6","Promoter (<=1kb)",599
"ADGRD1","Distal Intergenic",-37436
"MAPKBP1","Promoter (<=1kb)",731
"PER1","Distal Intergenic",3341
"AKAP12","Promoter (1-2kb)",-1183
"LOC124904051","Promoter (<=1kb)",-762
"PPP1R12B","Intron (ENST00000608999.6/4660, intron 23 of 23)",4314
"TRIP13","Distal Intergenic",6470
"GLYATL2","Intron (ENST00000766633.1/ENST00000766633.1, intron 1 of 2)",55827
"ADGRD1","Exon (ENST00000261654.10/283383, exon 16 of 25)",12846
"ABCC3","Promoter (2-3kb)",2466
"GJB3","Intron (ENST00000426886.1/105378642, intron 2 of 4)",4266
"MYLK","Intron (ENST00000756472.1/100506826, intron 3 of 3)",-3332
"CSK","Distal Intergenic",-10753
"MKI67","Distal Intergenic",-23630
"SNCG","Promoter (1-2kb)",1120
"SEMA3G","Promoter (2-3kb)",-2001
"RAPGEF3","Promoter (<=1kb)",-22
"LINC01348","Distal Intergenic",-13641
"CHIT1","Intron (ENST00000484834.5/1118, intron 1 of 11)",5261
"CHPF","Intron (ENST00000461395.5/55515, intron 1 of 2)",12652
"AHNAK","Promoter (2-3kb)",2610
"NES","Promoter (<=1kb)",-705
"MYL9","Intron (ENST00000439595.5/101926987, intron 2 of 4)",15084
"PSRC1","Distal Intergenic",3958
"ADGRA2","Downstream (<=300bp)",-4084
"CPNE7","Promoter (<=1kb)",-835
"CD34","3' UTR",5140
"TFPI","Intron (ENST00000453517.5/105373786, intron 3 of 3)",-3058
"CNN1","Promoter (2-3kb)",-2437
"NES","Exon (ENST00000650347.1/ENST00000650347.1, exon 1 of 2)",-12164
"PTH1R","Distal Intergenic",7022
"GREB1","Intron (ENST00000381486.7/9687, intron 7 of 32)",-3713
"RPP25","Distal Intergenic",6107
"PPIEL","Promoter (2-3kb)",-2003
"LTBP4","Promoter (<=1kb)",137
"SPR","Distal Intergenic",-24552
"LINC02884","Intron (ENST00000748382.1/105378909, intron 1 of 3)",-33234
"BAMBI","Distal Intergenic",-13386
"KCNQ5","Distal Intergenic",-41158
"SPOCD1","Promoter (<=1kb)",0
"S100A2","Promoter (<=1kb)",-728
"CLEC3B","Distal Intergenic",10669
"CHIT1","Exon (ENST00000484834.5/1118, exon 1 of 12)",3467
"CLSPN","Intron (ENST00000786196.1/ENST00000786196.1, intron 1 of 1)",-4775
"DNAJC22","Distal Intergenic",-4078
"EHD2","Intron (ENST00000599924.1/ENST00000599924.1, intron 1 of 2)",-15024
"CAPN11","Exon (ENST00000398776.2/11131, exon 6 of 23)",-3574
"CLDN11","Intron (ENST00000468232.1/ENST00000468232.1, intron 3 of 3)",-4475
"DUOX1","Promoter (1-2kb)",1300
"CES3","Distal Intergenic",10263
"EGFLAM","Intron (ENST00000354891.7/133584, intron 17 of 22)",-3514
"GABBR2","Intron (ENST00000259455.4/9568, intron 13 of 18)",-9048
"CATSPERG","Promoter (<=1kb)",-1
"PTGIS","Intron (ENST00000244043.5/5740, intron 4 of 9)",26092
"MMRN2","Intron (ENST00000372027.10/79812, intron 6 of 6)",4860
"MAPKBP1","Promoter (<=1kb)",0
"GLDN","Intron (ENST00000335449.11/342035, intron 2 of 9)",3945
"PLLP","Distal Intergenic",-15954
"OAS2","Intron (ENST00000342315.8/4939, intron 2 of 10)",-10206
"H2BC11","Intron (ENST00000607124.2/ENST00000607124.2, intron 1 of 1)",5447
"SRRM3","Exon (ENST00000740673.1/ENST00000740673.1, exon 2 of 2)",9067
"IGFN1","Exon (ENST00000453155.1/ENST00000453155.1, exon 1 of 2)",9843
"ASRGL1","Distal Intergenic",-12242
"LINC02884","Promoter (<=1kb)",0
"CLEC3B","Distal Intergenic",7602
"RFX2","Promoter (<=1kb)",967
"CCL27","Promoter (<=1kb)",-300
"ARHGAP6","Intron (ENST00000495242.5/395, intron 1 of 14)",-105414
"LDB2","Distal Intergenic",-18155
"SLC4A3","Distal Intergenic",9191
"ARRDC3","Promoter (1-2kb)",-1594
"PNPLA1","Intron (ENST00000312917.9/285848, intron 6 of 7)",32071
"CWH43","Distal Intergenic",-22890
"COL22A1","Intron (ENST00000303045.11/169044, intron 23 of 64)",-5258
"BARX2","Distal Intergenic",-11410
"CSMD2","Intron (ENST00000373381.9/114784, intron 32 of 70)",-6503
"CADM3","Intron (ENST00000695582.1/9447, intron 1 of 3)",-10301
"STMN1","Promoter (2-3kb)",-2800
"LTBP4","Distal Intergenic",7270
"IFFO2","Promoter (1-2kb)",-1103
