"seqnames","start","end","annotation","distanceToTSS","SYMBOL","GENENAME"
"chr6",37102559,37102798,"Exon (ENST00000740532.1/ENST00000740532.1, exon 1 of 2)",-67354,"PIM1","Pim-1 proto-oncogene, serine/threonine kinase"
"chr6",100228769,100229008,"Distal Intergenic",165034,"SIM1","SIM bHLH transcription factor 1"
"chr1",168574274,168574513,"Promoter (2-3kb)",-2092,"XCL1","X-C motif chemokine ligand 1"
"chr19",46786521,46786760,"Promoter (<=1kb)",582,"SLC1A5","solute carrier family 1 member 5"
"chr7",121001238,121001477,"Intron (ENST00000340646.9/79974, intron 2 of 4)",11439,"CPED1","cadherin like and PC-esterase domain containing 1"
"chr1",93179760,93179999,"Promoter (<=1kb)",0,"CCDC18","coiled-coil domain containing 18"
"chr1",6581979,6582218,"Promoter (1-2kb)",1891,"ZBTB48","zinc finger and BTB domain containing 48"
"chr10",72305602,72305841,"Distal Intergenic",-7456,"DDIT4-AS1","DDIT4 antisense RNA 1"
"chr1",158681522,158681761,"Exon (ENST00000643759.2/6708, exon 4 of 52)",4954,"SPTA1","spectrin alpha, erythrocytic 1"
"chr6",4678583,4678822,"Intron (ENST00000716074.1/105374894, intron 2 of 4)",-27337,"CDYL","chromodomain Y like"
"chr18",9476375,9476614,"Promoter (<=1kb)",240,"RALBP1","ralA binding protein 1"
"chr12",50505660,50505899,"Promoter (<=1kb)",675,"DIP2B","disco interacting protein 2 homolog B"
"chr19",21851646,21851885,"Promoter (<=1kb)",83,"ZNF43","zinc finger protein 43"
"chr1",15372338,15372577,"Intron (ENST00000683790.1/114827, intron 26 of 33)",-3123,"FHAD1","forkhead associated phosphopeptide binding domain 1"
"chr19",49677369,49677608,"Promoter (<=1kb)",0,"PRMT1","protein arginine methyltransferase 1"
"chr12",98504263,98504502,"Promoter (<=1kb)",-347,"LINC02453","long intergenic non-protein coding RNA 2453"
"chr17",79812945,79813184,"Promoter (<=1kb)",0,"LINC01977","long intergenic non-protein coding RNA 1977"
"chr22",19412220,19412459,"Intron (ENST00000340170.8/7290, intron 1 of 20)",17804,"HIRA","histone cell cycle regulator"
"chr7",150954880,150955119,"Promoter (<=1kb)",685,"KCNH2","potassium voltage-gated channel subfamily H member 2"
"chr6",14270977,14271216,"Distal Intergenic",13929,"LINC01108","long intergenic non-protein coding RNA 1108"
"chr2",102737010,102737249,"Promoter (<=1kb)",64,"TMEM182","transmembrane protein 182"
"chr6",27136224,27136463,"Promoter (2-3kb)",-2819,"H4C9","H4 clustered histone 9"
"chr7",2241952,2242191,"Promoter (<=1kb)",0,"MRM2","mitochondrial rRNA methyltransferase 2"
"chr2",112654206,112654445,"Promoter (1-2kb)",1936,"SLC20A1","solute carrier family 20 member 1"
"chr2",84459234,84459473,"Promoter (<=1kb)",0,"SUCLG1","succinate-CoA ligase GDP/ADP-forming subunit alpha"
"chr1",43976190,43976429,"Promoter (<=1kb)",135,"ATP6V0B","ATPase H+ transporting V0 subunit b"
"chr6",27791516,27791755,"Exon (ENST00000738664.1/ENST00000738664.1, exon 1 of 2)",16174,"H2BC13","H2B clustered histone 13"
"chr7",106655560,106655799,"3' UTR",5359,"CCDC71L","coiled-coil domain containing 71 like"
"chr1",3773076,3773315,"Promoter (<=1kb)",251,"SMIM1","small integral membrane protein 1 (Vel blood group)"
"chr19",21593053,21593292,"Promoter (<=1kb)",697,"LOC101929007","uncharacterized LOC101929007"
"chr7",107029236,107029475,"Distal Intergenic",-15230,"PRKAR2B","protein kinase cAMP-dependent type II regulatory subunit beta"
"chr5",79514318,79514557,"Promoter (<=1kb)",-184,"HOMER1","homer scaffold protein 1"
"chr1",234849285,234849524,"Exon (ENST00000850411.1/ENST00000850411.1, exon 1 of 3)",19907,"LOC107985365","uncharacterized LOC107985365"
"chr5",15995504,15995743,"Distal Intergenic",60322,"MIR887","microRNA 887"
"chr1",207024662,207024901,"5' UTR",7855,"C1orf116","chromosome 1 open reading frame 116"
"chr6",136290308,136290547,"Promoter (<=1kb)",273,"LOC124901408","uncharacterized LOC124901408"
"chr6",26521208,26521447,"Promoter (<=1kb)",-262,"HCG11","HLA complex group 11"
"chr12",50110275,50110514,"Promoter (1-2kb)",-1568,"COX14","cytochrome c oxidase assembly factor COX14"
"chr5",138353492,138353731,"Promoter (<=1kb)",807,"KDM3B","lysine demethylase 3B"
"chr1",44093793,44094032,"Intron (ENST00000434244.5/128209, intron 5 of 6)",-24789,"KLF17","KLF transcription factor 17"
"chr17",77325264,77325503,"Promoter (1-2kb)",1558,"SEPTIN9","septin 9"
"chr3",47515673,47515912,"Promoter (1-2kb)",-1961,"ELP6","elongator acetyltransferase complex subunit 6"
"chr7",139566650,139566889,"3' UTR",27497,"CLEC2L","C-type lectin domain family 2 member L"
"chr8",38995223,38995462,"Promoter (<=1kb)",162,"TM2D2","TM2 domain containing 2"
"chr5",119322038,119322277,"Intron (ENST00000274456.6/25816, intron 1 of 1)",-10898,"TNFAIP8","TNF alpha induced protein 8"
"chr11",70378888,70379127,"Intron (ENST00000253925.12/8500, intron 26 of 27)",7561,"PPFIA1","PPFI scaffold protein A1"
"chr12",54431960,54432199,"Promoter (2-3kb)",2584,"GPR84-AS1","GPR84, ZNF385A, ITGA5 and GTSF1 antisense RNA 1"
"chr1",32964673,32964912,"Promoter (<=1kb)",0,"RNF19B","ring finger protein 19B"
"chr22",29268127,29268366,"Promoter (<=1kb)",0,"EWSR1","EWS RNA binding protein 1"
"chr1",204378061,204378300,"Promoter (<=1kb)",0,"PLEKHA6","pleckstrin homology domain containing A6"
"chr16",85362449,85362688,"Intron (ENST00000637419.1/23199, intron 2 of 2)",4986,"GSE1","Gse1 coiled-coil protein"
"chr3",45551577,45551816,"3' UTR",-3578,"LIMD1","LIM domain containing 1"
"chr4",172999252,172999491,"Intron (ENST00000506823.6/442117, intron 10 of 12)",166668,"GALNT7-DT","GALNT7 divergent transcript"
"chr12",56752284,56752523,"Promoter (<=1kb)",0,"PRIM1","DNA primase subunit 1"
"chr19",9566802,9567041,"Promoter (<=1kb)",702,"ZNF121","zinc finger protein 121"
"chr18",2134390,2134629,"Intron (ENST00000584867.1/105371958, intron 2 of 5)",-17244,"LOC105371956","uncharacterized LOC105371956"
"chr9",130919489,130919728,"Intron (ENST00000448616.5/84929, intron 5 of 7)",10251,"FIBCD1","fibrinogen C domain containing 1"
"chr2",174248472,174248711,"Promoter (<=1kb)",0,"OLA1","Obg like ATPase 1"
"chr7",138785763,138786002,"Promoter (<=1kb)",248,"ATP6V0A4","ATPase H+ transporting V0 subunit a4"
"chr11",3797311,3797550,"Promoter (<=1kb)",0,"NUP98","nucleoporin 98 and 96 precursor"
"chr11",66372049,66372288,"Promoter (<=1kb)",0,"SLC29A2","solute carrier family 29 member 2"
"chr9",105656565,105656804,"Exon (ENST00000623713.1/ENST00000623713.1, exon 1 of 1)",-5653,"TAL2","TAL bHLH transcription factor 2"
"chr21",36385227,36385466,"Promoter (<=1kb)",0,"CHAF1B","chromatin assembly factor 1 subunit B"
"chr22",19999963,20000202,"Intron (ENST00000263207.8/421, intron 2 of 19)",-9169,"ARVCF","ARVCF delta catenin family member"
"chr11",65720515,65720754,"Promoter (<=1kb)",0,"RNASEH2C","ribonuclease H2 subunit C"
"chr16",527381,527620,"Promoter (<=1kb)",0,"LINC00235","long intergenic non-protein coding RNA 235"
"chr7",106541854,106542093,"Intron (ENST00000490856.5/ENST00000490856.5, intron 2 of 4)",56715,"CTB-30L5.1","uncharacterized CTB-30L5.1"
"chr5",65563185,65563424,"Promoter (<=1kb)",0,"PPWD1","peptidylprolyl isomerase domain and WD repeat containing 1"
"chr18",23527999,23528238,"Promoter (<=1kb)",125,"RMC1","regulator of MON1-CCZ1"
"chr9",135499687,135499926,"Promoter (<=1kb)",0,"PIERCE1","piercer of microtubule wall 1"
"chr11",61869597,61869836,"Distal Intergenic",7035,"FADS3","fatty acid desaturase 3"
"chr6",63573823,63574062,"Promoter (<=1kb)",585,"PTP4A1","protein tyrosine phosphatase 4A1"
"chr14",93115386,93115625,"Promoter (<=1kb)",-100,"ITPK1","inositol-tetrakisphosphate 1-kinase"
"chr22",19987741,19987980,"Promoter (<=1kb)",-551,"ARVCF","ARVCF delta catenin family member"
"chr7",92797761,92798000,"Intron (ENST00000265734.8/1021, intron 2 of 7)",35917,"CDK6","cyclin dependent kinase 6"
"chr2",26033950,26034189,"Promoter (<=1kb)",0,"RAB10","RAB10, member RAS oncogene family"
"chr7",135650922,135651161,"Exon (ENST00000603668.1/ENST00000603668.1, exon 1 of 1)",4897,"NUP205","nucleoporin 205"
"chr8",26427662,26427901,"Intron (ENST00000523949.5/665, intron 5 of 5)",32045,"BNIP3L","BCL2 interacting protein 3 like"
"chr20",44598765,44599004,"5' UTR",-15304,"PKIG","cAMP-dependent protein kinase inhibitor gamma"
"chr22",20613449,20613688,"Exon (ENST00000416717.6/ENST00000416717.6, exon 9 of 18)",-21214,"LOC124905084","uncharacterized LOC124905084"
"chr1",243256653,243256892,"Promoter (<=1kb)",612,"SDCCAG8","SHH signaling and ciliogenesis regulator SDCCAG8"
"chr7",151039207,151039446,"Promoter (1-2kb)",1519,"ABCB8","ATP binding cassette subfamily B member 8"
"chr11",46700549,46700788,"Promoter (<=1kb)",0,"ARHGAP1","Rho GTPase activating protein 1"
"chr2",135876271,135876510,"Promoter (<=1kb)",0,"MCM6","minichromosome maintenance complex component 6"
"chr9",91799052,91799291,"Intron (ENST00000375715.5/4920, intron 1 of 12)",-23271,"ROR2","receptor tyrosine kinase like orphan receptor 2"
"chr7",157241562,157241801,"Intron (ENST00000348165.10/9690, intron 18 of 22)",-14886,"UBE3C","ubiquitin protein ligase E3C"
"chr1",211372497,211372736,"3' UTR",3568,"TRAF5","TNF receptor associated factor 5"
"chr17",45060899,45061138,"Promoter (<=1kb)",0,"DCAKD","dephospho-CoA kinase domain containing"
"chr1",28059416,28059655,"Promoter (1-2kb)",-1329,"EYA3","EYA transcriptional coactivator and phosphatase 3"
"chr4",10716244,10716483,"Promoter (<=1kb)",301,"LINC02498","long intergenic non-protein coding RNA 2498"
"chr12",124939998,124940237,"Exon (ENST00000776681.1/ENST00000776681.1, exon 1 of 2)",8378,"DHX37","DEAH-box helicase 37"
"chr1",27934854,27935093,"Promoter (<=1kb)",0,"SMPDL3B","sphingomyelin phosphodiesterase acid like 3B"
"chr11",5131892,5132131,"Exon (ENST00000642125.1/390054, exon 2 of 2)",6120,"OR52A5","olfactory receptor family 52 subfamily A member 5"
"chr16",88781046,88781285,"Intron (ENST00000301015.14/9780, intron 1 of 50)",3935,"PIEZO1","piezo type mechanosensitive ion channel component 1 (Er blood group)"
"chr17",81365762,81366001,"Intron (ENST00000574472.1/124904083, intron 1 of 2)",3490,"LOC124904083","uncharacterized LOC124904083"
"chr16",57695712,57695951,"Promoter (<=1kb)",876,"DRC7","dynein regulatory complex subunit 7"
"chr8",101048641,101048880,"Promoter (1-2kb)",-1462,"SLEAR","STAT1 regulated ILF2 complex interacting lncRNA"
"chr11",45918273,45918512,"Promoter (<=1kb)",-193,"PEX16","peroxisomal biogenesis factor 16"
"chr1",228486896,228487135,"Promoter (<=1kb)",-247,"RNF187","ring finger protein 187"
"chr1",41882160,41882399,"Intron (ENST00000372584.5/59269, intron 1 of 7)",-12530,"HIVEP3","HIVEP zinc finger 3"
"chr6",31815333,31815572,"Promoter (<=1kb)",0,"HSPA1A","heat shock protein family A (Hsp70) member 1A"
"chr16",53129516,53129755,"Promoter (1-2kb)",-1166,"CHD9","chromodomain helicase DNA binding protein 9"
"chr1",116556643,116556882,"Intron (ENST00000756327.1/ENST00000756327.1, intron 2 of 2)",3229,"MIR548AC","microRNA 548ac"
"chr14",103385319,103385558,"Promoter (<=1kb)",0,"MARK3","microtubule affinity regulating kinase 3"
"chr4",70997709,70997948,"Intron (ENST00000511449.1/92597, intron 3 of 4)",4060,"DCK","deoxycytidine kinase"
"chr2",190481448,190481687,"Intron (ENST00000392328.6/54842, intron 4 of 7)",-8133,"MFSD6","major facilitator superfamily domain containing 6"
"chr15",83012155,83012394,"Promoter (<=1kb)",-251,"LOC124903542","uncharacterized LOC124903542"
"chr6",26311436,26311675,"Intron (ENST00000707189.1/ENST00000707189.1, intron 1 of 1)",-19898,"LOC124901288","uncharacterized LOC124901288"
"chr4",139177991,139178230,"Promoter (<=1kb)",535,"LOC105379412","uncharacterized LOC105379412"
"chr2",113370768,113371007,"Promoter (1-2kb)",1535,"LOC107985936","uncharacterized LOC107985936"
"chr11",120325115,120325354,"Promoter (<=1kb)",0,"TLCD5","TLC domain containing 5"
"chr19",41884162,41884401,"Promoter (<=1kb)",0,"ARHGEF1","Rho guanine nucleotide exchange factor 1"
"chr6",31794883,31795122,"Promoter (<=1kb)",377,"VARS1","valyl-tRNA synthetase 1"
"chr4",105473345,105473584,"Promoter (<=1kb)",125,"PPA2","inorganic pyrophosphatase 2"
"chr22",19447780,19448019,"Promoter (<=1kb)",17,"UFD1-AS1","UFD1 antisense RNA 1"
"chr2",183037477,183037716,"Promoter (<=1kb)",383,"NCKAP1","NCK associated protein 1"
"chr20",50510173,50510412,"Promoter (<=1kb)",0,"PTPN1","protein tyrosine phosphatase non-receptor type 1"
"chr7",105224889,105225128,"Intron (ENST00000477925.6/6733, intron 2 of 15)",-21157,"SRPK2","SRSF protein kinase 2"
"chr7",156638490,156638729,"Promoter (<=1kb)",328,"RNF32-DT","RNF32 divergent transcript"
"chr2",216688902,216689141,"Intron (ENST00000233813.5/3488, intron 1 of 3)",-5263,"IGFBP-AS1","IGFBP5 antisense RNA 1"
"chr3",133753894,133754133,"Exon (ENST00000474287.5/7018, exon 3 of 3)",5754,"TF","transferrin"
"chr10",77911597,77911836,"Intron (ENST00000372391.7/9231, intron 1 of 31)",14919,"DLG5","discs large MAGUK scaffold protein 5"
"chr12",56336626,56336865,"Promoter (2-3kb)",-2019,"IL23A","interleukin 23 subunit alpha"
"chr16",9127808,9128047,"Distal Intergenic",35617,"HAPSTR1","HUWE1 associated protein modifying stress responses"
"chr1",151945936,151946175,"Exon (ENST00000726252.1/ENST00000726252.1, exon 1 of 1)",7424,"LOC124904421","uncharacterized LOC124904421"
"chr19",2305987,2306226,"Promoter (1-2kb)",1928,"LINGO3","leucine rich repeat and Ig domain containing 3"
"chr15",35166795,35167034,"Intron (ENST00000559246.1/ENST00000559246.1, intron 1 of 1)",-70292,"ANP32AP1","acidic nuclear phosphoprotein 32 family member A pseudogene 1"
"chr12",49337875,49338114,"Promoter (<=1kb)",-687,"C1QL4","complement C1q like 4"
"chr1",101769623,101769862,"Intron (ENST00000648951.1/105378872, intron 5 of 9)",-14956,"LINC01709","long intergenic non-protein coding RNA 1709"
"chr19",10623152,10623391,"Promoter (2-3kb)",-2129,"SLC44A2","solute carrier family 44 member 2 (CTL2 blood group)"
"chr1",172564783,172565022,"Intron (ENST00000367723.8/51430, intron 6 of 22)",-4005,"SUCO","SUN domain containing ossification factor"
"chr9",131373191,131373430,"Promoter (<=1kb)",-206,"PRRC2B","proline rich coiled-coil 2B"
"chr6",4621079,4621318,"Intron (ENST00000827010.1/105374894, intron 1 of 2)",10540,"KU-MEL-3","uncharacterized LOC497048"
"chr1",212285521,212285760,"Promoter (<=1kb)",111,"PPP2R5A","protein phosphatase 2 regulatory subunit B'alpha"
"chr13",50319047,50319286,"Intron (ENST00000486895.5/10301, intron 1 of 1)",8885,"DLEU1","deleted in lymphocytic leukemia 1"
"chr10",50331969,50332208,"Intron (ENST00000657992.2/ENST00000657992.2, intron 1 of 2)",8468,"SGMS1","sphingomyelin synthase 1"
"chr15",41115712,41115951,"Promoter (<=1kb)",181,"INO80","INO80 complex ATPase subunit"
"chr19",28498728,28498967,"Intron (ENST00000785636.1/100420587, intron 1 of 4)",-30344,"LOC100420587","SHC binding and spindle associated 1 pseudogene"
"chr3",141805410,141805649,"Intron (ENST00000648835.1/131890, intron 2 of 2)",27262,"GRK7","G protein-coupled receptor kinase 7"
"chr21",31660231,31660470,"Promoter (<=1kb)",522,"SOD1","superoxide dismutase 1"
"chr10",27504246,27504485,"Promoter (<=1kb)",0,"RAB18","RAB18, member RAS oncogene family"
"chr3",171838426,171838665,"Intron (ENST00000449106.2/100874219, intron 3 of 3)",-4684,"TMEM212","transmembrane protein 212"
"chr19",57351951,57352190,"Promoter (<=1kb)",625,"ZNF304","zinc finger protein 304"
"chr11",65429951,65430190,"Exon (ENST00000501122.4/283131, exon 1 of 1)",5991,"NEAT1","nuclear paraspeckle assembly transcript 1"
"chr5",142324851,142325090,"Promoter (<=1kb)",0,"SPRY4","sprouty RTK signaling antagonist 4"
"chr1",29596990,29597229,"Intron (ENST00000772657.1/107984934, intron 2 of 3)",55716,"LOC107984934","uncharacterized LOC107984934"
"chr11",107606177,107606416,"Intron (ENST00000531234.5/55531, intron 1 of 12)",14279,"ELMOD1","ELMO domain containing 1"
"chr3",17810383,17810622,"Intron (ENST00000414318.2/9779, intron 1 of 8)",-50300,"BALR6","B-cell acute lymphoblastic leukemia associated long RNA 6"
"chr4",99471435,99471674,"Exon (ENST00000506494.1/ENST00000506494.1, exon 3 of 4)",-35925,"ADH7","alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide"
"chr12",55966383,55966622,"Promoter (<=1kb)",40,"PMEL","premelanosome protein"
"chr5",5381623,5381862,"Intron (ENST00000725525.1/101929200, intron 2 of 5)",36360,"LOC101929200","uncharacterized LOC101929200"
"chr11",43685553,43685792,"Intron (ENST00000532864.6/51144, intron 3 of 10)",4270,"HSD17B12","hydroxysteroid 17-beta dehydrogenase 12"
"chr20",61369759,61369998,"Exon (ENST00000617215.1/ENST00000617215.1, exon 1 of 1)",67133,"LOC105372703","uncharacterized LOC105372703"
"chr7",44519606,44519845,"Intron (ENST00000289547.8/29881, intron 14 of 19)",21470,"NPC1L1","NPC1 like intracellular cholesterol transporter 1"
"chr3",120348980,120349219,"Promoter (<=1kb)",135,"LRRC58","leucine rich repeat containing 58"
"chr3",40453720,40453959,"Promoter (<=1kb)",-379,"ENTPD3-AS1","ENTPD3, EIF1B and MYRIP antisense RNA 1"
"chr2",70190598,70190837,"Promoter (<=1kb)",0,"C2orf42","chromosome 2 open reading frame 42"
"chr3",59653485,59653724,"Intron (ENST00000668131.1/105377110, intron 5 of 6)",4740,"LOC339902","hCG1813818"
"chr5",16465115,16465354,"Promoter (<=1kb)",446,"ZNF622","zinc finger protein 622"
"chr7",113083599,113083838,"Promoter (2-3kb)",2251,"GPR85","G protein-coupled receptor 85"
"chr8",28942334,28942573,"Intron (ENST00000519662.5/79618, intron 2 of 3)",-21290,"HMBOX1","homeobox containing 1"
"chr8",143684858,143685097,"Promoter (<=1kb)",348,"ZNF707","zinc finger protein 707"
"chr12",111841797,111842036,"Promoter (<=1kb)",0,"MAPKAPK5-AS1","MAPKAPK5 antisense RNA 1"
"chr9",123549261,123549500,"Intron (ENST00000473039.5/57706, intron 11 of 17)",33717,"DENND1A","DENN domain containing 1A"
"chr22",20747901,20748140,"Intron (ENST00000255882.11/5297, intron 28 of 54)",3540,"PI4KA","phosphatidylinositol 4-kinase alpha"
"chr6",43669637,43669876,"Intron (ENST00000372163.5/221421, intron 4 of 4)",17915,"MRPS18A","mitochondrial ribosomal protein S18A"
"chr2",55111940,55112179,"Promoter (<=1kb)",388,"RTN4","reticulon 4"
"chr2",9335276,9335515,"Intron (ENST00000315273.4/8853, intron 9 of 26)",12155,"ASAP2","ArfGAP with SH3 domain, ankyrin repeat and PH domain 2"
"chr11",1131567,1131806,"Distal Intergenic",-26147,"MUC5AC","mucin 5AC, oligomeric mucus/gel-forming"
"chr2",44810935,44811174,"Exon (ENST00000720099.1/ENST00000720099.1, exon 1 of 2)",31879,"LOC105374573","uncharacterized LOC105374573"
"chr19",1104447,1104686,"Promoter (<=1kb)",0,"GPX4","glutathione peroxidase 4"
"chr4",1870560,1870799,"Promoter (<=1kb)",-594,"NSD2","nuclear receptor binding SET domain protein 2"
"chr11",75096803,75097042,"Promoter (<=1kb)",0,"OR2AT4","olfactory receptor family 2 subfamily AT member 4"
"chr21",39311578,39311817,"Promoter (1-2kb)",1484,"BRWD1","bromodomain and WD repeat domain containing 1"
"chr1",46878200,46878439,"Intron (ENST00000505841.5/163720, intron 6 of 11)",21995,"CYP4Z2P","cytochrome P450 family 4 subfamily Z member 2, pseudogene"
"chr3",39417480,39417719,"Intron (ENST00000697753.1/107986075, intron 7 of 8)",6426,"SNORA62","small nucleolar RNA, H/ACA box 62"
"chr3",160450201,160450440,"Promoter (<=1kb)",-372,"TRIM59-IFT80","TRIM59-IFT80 readthrough (NMD candidate)"
"chr5",93597114,93597353,"Promoter (1-2kb)",1511,"LOC124901027","uncharacterized LOC124901027"
"chr6",43990867,43991106,"Promoter (<=1kb)",133,"LOC124901321","uncharacterized LOC124901321"
